Unnamed: 0,Company name,City,NACE Code,NACE Original Description,NACE Friendly Label,BvD sectors,Region,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees2019,Number of employees 2018,Number of employees 2017,Number of employees 2016,Date of incorporation,Legal form,Founded Year,Growth 2023,Growth 2022,Growth 2021,Growth 2020,Growth 2019,Growth 2018,Growth 2017,aagr 2023,aagr 2022,aagr 2021,aagr 2020,aagr 2019,Scaler 2023,Scaler 2022,Scaler 2021,Scaler 2020,Scaler 2019,HighGrowthFirm 2022,HighGrowthFirm 2021,HighGrowthFirm 2020,HighGrowthFirm 2019,ConsistentHighGrowthFirm 2023,ConsistentHighGrowthFirm 2022,ConsistentHighGrowthFirm 2021,ConsistentHighGrowthFirm 2020,ConsistentHighGrowthFirm 2019,VeryHighGrowthFirm 2023,VeryHighGrowthFirm 2022,VeryHighGrowthFirm 2021,VeryHighGrowthFirm 2020,VeryHighGrowthFirm 2019,Gazelle 2023,Gazelle 2022,Gazelle 2021,Gazelle 2020,Gazelle 2019,Mature 2023,Mature 2022,Mature 2021,Mature 2020,Mature 2019,Scaleup 2023,Scaleup 2022,Scaleup 2021,Scaleup 2020,Scaleup 2019,Superstar 2023,Superstar 2022,Superstar 2021,Superstar 2020,Superstar 2019,Description
3325,123INKT.BE,ZWIJNAARDE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trade & Repair,Wholesale,Flanders,n.a.,45,42,30,18,n.a.,n.a.,n.a.,n.a.,04/01/11,Private limited companies,2011,0.071428571,0.4,0.6666666666666666,n.a.,n.a.,n.a.,n.a.,35.72088082974532,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,"**Company description:** 
123INKT.BE, based in Ghent, Belgium, is a prominent supplier of printing equipment, specializing in ink cartridges and toners. The company is known for its commitment to offering the lowest prices with a guarantee on all original brands, providing reliable and fast service to customers. With a strong online presence, 123INKT.BE has expanded its operations into French-speaking Belgium through its webshop site, 123encre.be, catering to a wide customer base across multiple continents.

**Product offerings:** 
123INKT.BE offers a wide range of printer and office supplies, including ink cartridges and toners from various original brands such as HP, Canon, Epson, and Brother. The company also provides office stationery and accessories to meet the diverse needs of its customers, ensuring a one-stop shop for all printing requirements.

**Key activities:** 
The strategic move of expanding into French-speaking Belgium through 123encre.be showcases 123INKT.BE's commitment to reaching a broader customer base and increasing market share in the region. By offering the lowest prices and a wide selection of products, the company strengthens its competitive position in the printing equipment industry, attracting a loyal customer following and maintaining a reputation for quality and affordability.

**Additional notes:** 
- **Founding year:** Not available
- **HQ:** Ghent, Belgium
- **Mission:** To provide customers with the best prices on ink cartridges and toners while ensuring reliable and fast service."
3392,VANLOOT,VLAMERTINGE,C,Manufacturing,Manufacturing,Construction,Flanders,n.a.,30,15,12,14,17,18,17,17,18/06/84,Private limited companies,1984,1,0.25,-0.142857143,-0.176470588,-0.055555556,0.058823529,0,28.92319893892981,-4.086270314,-12.64195353,-6.266887573,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"**Company description:** Vanloot is a fourth-generation prefab builder based in Ieper, Belgium. Specializing in the construction of agricultural and industrial buildings, Vanloot has a strong presence in the West-Vlaanderen region. The company's headquarters are situated at Rodenbachstraat 55 in Vlamertinge, Flanders, showcasing its commitment to traditional craftsmanship and modern construction techniques.

**Product offerings:** Vanloot offers a range of services including the construction of prefabricated agricultural and industrial buildings. Their product portfolio includes customizable solutions for various sectors such as farming, manufacturing, and warehousing. For example, they provide turnkey solutions for agricultural facilities like barns, silos, and storage sheds, tailored to meet the specific needs of each client.

**Key activities:** Vanloot Construct, a division of Vanloot, reported a significant gross margin of €1,213,853.13, indicating a strong financial performance and market demand for their prefab building solutions. The company's strategic location in Ieper, a key industrial hub in Belgium, enables them to efficiently serve clients in the West-Vlaanderen region and beyond. This, coupled with their expertise in prefabricated construction and longstanding presence in the industry, positions Vanloot as a reputable player in the agricultural and industrial building sector.

**Additional notes:** Founded in the early 20th century, Vanloot has established itself as a trusted name in the construction industry. The company's mission revolves around delivering high-quality, innovative prefab building solutions while upholding the values of craftsmanship and customer satisfaction."
3404,HEDIN AUTOMOTIVE TL,SINT-NIKLAAS,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trade & Repair,Wholesale,Flanders,n.a.,56,44,10,11,12,12,9,11,29/09/15,Public limited companies,2015,0.2727272727272727,3.4,-0.090909091,-0.083333333,0,0.3333333333333333,-0.181818182,72.02772551,54.20216697275806,-5.896397112,n.a.,2.942849840017869,1,1,0,n.a.,0,1,0,n.a.,0,1,0,0,n.a.,0,0,0,0,n.a.,0,1,0,0,n.a.,0,0,0,0,n.a.,0,0,0,0,n.a.,0,0,0,0,n.a.,0,"**Company description:** 
Hedin Automotive TL is an automotive group based in Sint-Niklaas, Belgium, with operations in the provinces of Antwerp, East Flanders, and Flemish Brabant. Established in 2018, the company is the largest Mercedes-Benz retailer in Belgium, holding approximately 20% market share. Hedin Automotive TL operates over 30 locations, offering a wide range of services including the sale of new and used vehicles.

**Product offerings:** 
Hedin Automotive TL provides a diverse range of automotive products and services, with a focus on Mercedes-Benz vehicles. Their showrooms in Antwerp, Brussels, Ghent, and Maldegem offer customers the opportunity to explore and purchase the latest models, as well as access to after-sales services such as maintenance and repairs.

**Key activities:** 
The strategic move of becoming the leading Mercedes-Benz retailer in Belgium has positioned Hedin Automotive TL as a key player in the automotive market. By expanding their presence to multiple provinces and offering a comprehensive range of services, the company has solidified its reputation for quality and customer service. This growth strategy has not only enhanced their market share but also strengthened their competitive advantage in the region.

**Additional notes:** 
- **Founding year:** 2018
- **HQ:** Sint-Niklaas, Belgium
- **Mission:** To provide exceptional automotive services and establish a strong presence in the Belgian market."
3423,BOONS THEO,ARENDONK,F,Construction,Construction,Construction,Flanders,n.a.,70,74,49,36,30,26,19,14,05/11/02,Private limited companies,2002,-0.054054054,0.5102040816326531,0.3611111111111111,0.2,0.1538461538461539,0.3684210526315789,0.3571428571428572,24.81453978697512,35.11497597182871,23.52103177609293,23.74176318157031,28.92319893892981,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Information not available.
3478,PHARMACIES BY MEDI-MARKET GROUP - APOTHEKEN BY MEDI-MARKET GROUP -,BRUXELLES,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trade & Repair,Retail,Brussels,n.a.,102,92,71,30,22,8,3,2,17/03/14,Public limited companies,2014,0.108695652,0.2957746478873239,1.366666666666667,0.3636363636363636,1.75,1.666666666666667,0.5,50.36945962049748,61.10970984900877,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,"**Company description:**  
Pharmacies by Medi-Market Group, headquartered in Evere, Brussels, Belgium, is a retail company specializing in pharmacy and healthcare products. Founded in 2013, the company has experienced significant expansion, marking a major milestone in 2024. With a focus on offering low-priced medications and professional health advice, Medi-Market Group has established itself as a key player in the Belgian pharmaceutical retail sector.

**Product offerings:**  
Pharmacies by Medi-Market Group offers a wide range of products including prescription and over-the-counter medications, health supplements, personal care items, and medical devices. For example, they provide branded and generic medications, skincare products from popular brands, vitamins and supplements for various health needs, and medical equipment such as blood pressure monitors and diabetic care supplies.

**Key activities:**  
The strategic move of expanding significantly in 2024 showcases Medi-Market Group's commitment to growth and market dominance. This expansion likely involved opening new pharmacy locations, enhancing their product offerings, and increasing their market presence. By focusing on providing affordable medications and professional healthcare advice, the company is not only meeting customer needs but also positioning itself as a competitive force in the pharmaceutical retail industry.

**Additional notes:**  
- **Founding year:** 2013  
- **HQ:** Evere, Brussels, Belgium  
- **Mission:** To provide low-priced medications and expert healthcare advice to customers in Belgium."
3584,ENOVATES,LOKEREN,C,Manufacturing,Manufacturing,Transport Manufacturing,Flanders,n.a.,36,35,28,16,10,5,4,3,17/01/11,Public limited companies,2011,0.028571429,0.25,0.75,0.6,1,0.25,0.3333333333333333,31.03706971044482,51.82944859378311,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,0,1,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,0,1,n.a.,n.a.,n.a.,"**Company description:**  
Enovates, headquartered in Lokeren, Belgium, is a prominent developer, supplier, and integrator of charging equipment and software platforms for electric vehicles. Founded in 2010, the company has established a strong presence in Belgium, Norway, and Germany, offering intelligent, affordable, and scalable charging solutions known for their attractive design and easy installation.

**Product offerings:**  
Enovates provides a range of smart charging solutions tailored for various locations, including residential, commercial, and public settings. Their product lineup includes electric car chargers with features like remote monitoring, billing integration, and user-friendly interfaces. One of their notable offerings is a versatile charging solution that can be seamlessly integrated into different environments.

**Key activities:**  
Enovates has strategically positioned itself as a key player in the electric vehicle charging market through partnerships and expansions in multiple European countries. By focusing on innovative and user-friendly charging solutions, the company has differentiated itself in a competitive landscape. Their emphasis on scalability and design has enabled Enovates to cater to diverse customer needs, driving growth and market penetration.

**Additional notes:**  
- **Founded:** 2010  
- **HQ:** Brandstraat 13, Lokeren, 9160, Belgium  
- **Mission:** To provide intelligent and scalable charging solutions for electric vehicles."
3594,PAINTINGS & INDUSTRIAL COATINGS,LAARNE,F,Construction,Construction,Construction,Flanders,n.a.,87,84,66,45,28,25,24,20,02/01/81,Private limited companies,1981,0.035714286,0.2727272727272727,0.4666666666666667,0.6071428571428571,0.12,0.041666667,0.2,24.57634352146796,44.22495703074083,38.20846460022369,23.31060371652352,11.86889420813968,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"**Company Description:**
Paintings & Industrial Coatings, based in Laarne, Belgium, was a construction company specializing in tank lining, special coatings, and industrial painting services. The company had a high-tech workshop in the heart of Antwerp docks for on-site operations. Unfortunately, the company has permanently closed its operations.

**Product Offerings:**
Paintings & Industrial Coatings offered services such as tank lining for industrial facilities, special coatings for various surfaces, and industrial painting for construction projects. They provided these services both on-site and at their workshop in Antwerp docks.

**Key Activities:**
The strategic location of Paintings & Industrial Coatings in the industrial center of Europe allowed them to serve a wide range of clients in need of specialized coatings and painting solutions. Their focus on tank lining and special coatings positioned them as a reliable source for industrial clients requiring high-quality protective coatings. The closure of the company may have impacted the local market by reducing options for specialized industrial painting services.

**Additional notes:**
- **Founding Year:** Not available
- **HQ:** Laarne, Belgium
- **Mission:** Not available"
3596,GROUP-F CLEANING & FACILITY,KONTICH,N,Administrative and support service activities,Administrative Services,Business Services,Flanders,n.a.,875,845,603,430,265,72,69,61,21/12/06,Private limited companies,2006,0.035502959,0.4013266998341625,0.4023255813953489,0.6226415094339622,2.680555555555555,0.043478261,0.1311475409836066,26.72039922928271,47.18727954778177,103.077405,84.02343016427692,63.16938612669274,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,"**Company Description:**
Group-f Cleaning & Facility, headquartered in Kontich, Belgium, is a prominent facility services provider specializing in cleaning for offices and industries. As part of the larger Group-f organization, known for its professional and personal approach to cleaning services, Group-f Cleaning & Facility operates with a focus on quality and customer satisfaction. With a strong presence in Belgium, including offices in Antwerp and Herent, the company is recognized for its commitment to delivering comprehensive cleaning solutions tailored to meet the diverse needs of its clients.

**Product Offerings:**
Group-f Cleaning & Facility offers a wide range of cleaning services, including regular office cleaning, industrial cleaning, and specialized cleaning solutions. For offices, they provide services such as dusting, vacuuming, and sanitizing workspaces to create a clean and hygienic environment. In industrial settings, the company offers deep cleaning services for machinery, floors, and other surfaces to maintain a safe and efficient workplace.

**Key Activities:**
Group-f Cleaning & Facility's strategic move to focus on professional and personalized cleaning services has positioned the company as a trusted partner for businesses seeking reliable facility management solutions. By expanding its operations in Belgium and emphasizing quality in its service delivery, Group-f Cleaning & Facility has strengthened its competitive edge in the facility services industry. The company's commitment to customer satisfaction and attention to detail has contributed to its growth and success in meeting the evolving needs of its clients.

**Additional notes:**
- **Founding year:** Not available
- **HQ:** Prins Boudewijnlaan 9, 2550 Kontich, Belgium
- **Mission:** To provide high-quality and personalized cleaning services to enhance the cleanliness and hygiene of workplaces."
3597,MYDIBEL FRESH,MOUSCRON,C,Manufacturing,Manufacturing,Food & Tobacco Manufacturing,Wallonia,n.a.,70,60,39,10,n.a.,n.a.,n.a.,n.a.,21/12/18,Public limited companies,2018,0.1666666666666667,0.5384615384615384,2.9,n.a.,n.a.,n.a.,n.a.,91.29311827723889,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,"**Company Description:**
Mydibel Fresh, a subsidiary of Mydibel Group, is a leading player in the food industry, specializing in the production of fresh and frozen potato products. With its registered office in Mouscron, Belgium, the company benefits from a strategic location in the heart of Europe's potato-growing region. Mydibel Fresh is known for its commitment to quality and innovation in the potato processing sector.

**Product Offerings:**
Mydibel Fresh offers a wide range of potato products, including fresh and frozen French fries, potato specialties like croquettes and hash browns, and customized solutions for the food service and retail sectors. Their products are renowned for their superior taste, texture, and consistency, catering to the diverse needs of customers in the food industry.

**Key Activities:**
The strategic location of Mydibel Fresh in Mouscron allows the company to source high-quality potatoes locally, ensuring freshness and sustainability in its production processes. By focusing on innovation and quality, Mydibel Fresh has established itself as a key player in the potato processing market, attracting partnerships with major food service providers and retailers. The company's commitment to excellence and customer satisfaction drives its continuous growth and expansion in the competitive food industry.

**Additional notes:**
- Founded: Not available
- Headquarters: Mouscron, Belgium
- Mission: To deliver top-quality potato products to customers worldwide."
3605,POPPIES BAKERIES D'HAUBRY,GELUVELD,C,Manufacturing,Manufacturing,Food & Tobacco Manufacturing,Flanders,n.a.,133,126,85,65,52,49,33,21,16/03/15,Private limited companies,2015,0.055555556,0.4823529411764706,0.3076923076923077,0.25,0.06122449,0.4848484848484849,0.5714285714285714,26.95391400662723,34.31434560638999,20.15475121728974,25.35254014,35.2886458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"**Company description:**  
Poppies Bakeries d'Haubry, located in Zonnebeke, Belgium, is a renowned bakery specializing in a wide range of bakery products. The company recently started the production of frozen mini eclairs in Zonnebeke and expanded by opening a new production site in Comines, Belgium. Known for their famous Popiroll, Poppies Bakeries d'Haubry is a popular choice for travelers seeking delicious baked goods.

**Product offerings:**  
Poppies Bakeries d'Haubry offers a diverse range of bakery products, including frozen mini eclairs, Popiroll, and various other pastries and bread items. Their products cater to both local customers and tourists looking for authentic Belgian baked goods.

**Key activities:**  
The launch of frozen mini eclairs and the expansion to a new production site in Comines showcase Poppies Bakeries d'Haubry's commitment to innovation and growth. These strategic moves not only allow the company to introduce new products to their portfolio but also increase their production capacity to meet growing demand. By focusing on quality and variety in their offerings, Poppies Bakeries d'Haubry solidifies its position as a leading bakery in Belgium.

**Additional notes:**  
- **Founding year:** Not available
- **HQ:** Kasteelstraat 23, Zonnebeke, Belgium
- **Mission:** Baking joy every day for everyone."
3609,AUTOHERO BELGIUM,BERCHEM-ANTWERPEN,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trade & Repair,Wholesale,Flanders,n.a.,84,98,50,10,n.a.,n.a.,n.a.,n.a.,22/03/19,Private limited companies,2019,-0.142857143,0.96,4,n.a.,n.a.,n.a.,n.a.,103.2792713629707,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,"**Company Description:**
Autohero Belgium, located in Antwerp, Belgium, is a prominent player in the used car industry, offering a wide selection of pre-owned vehicles that are thoroughly tested, ready for the road, and backed by warranties and money-back guarantees. The company operates digitally, providing customers with a convenient online platform to browse and purchase vehicles. With a turnover of €46,457,570, Autohero Belgium has established itself as a reputable entity in the automotive retail sector.

**Product Offerings:**
Autohero Belgium's product offerings include a diverse range of used cars, all of which undergo rigorous testing and come with a 12-month warranty and a 21-day money-back guarantee. Customers can find various makes and models on their platform, ensuring that there is something for every budget and preference. Additionally, the company provides delivery services for added convenience.

**Key Activities:**
Autohero Belgium's strategic move to focus on providing a seamless digital experience for customers has set them apart in the competitive used car market. By offering a wide selection of quality-tested vehicles with attractive warranties and guarantees, the company has built trust and loyalty among customers. The turnover figure reflects the success of their business model, showcasing their strong position in the automotive retail and garage sector.

**Additional notes:**
- **Founding year:** Not available
- **HQ:** Uitbreidingstraat 82, 2600 Antwerp, Belgium
- **Mission:** Not available"
3652,COURIR BELGIUM,BRUXELLES,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trade & Repair,Wholesale,Brussels,n.a.,184,179,137,65,11,n.a.,n.a.,n.a.,27/06/19,Private limited companies,2019,0.027932961,0.3065693430656934,1.107692307692308,4.909090909090909,n.a.,n.a.,n.a.,41.46038056818515,153.4078797936337,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,0,1,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,0,1,n.a.,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,"**Company description:** Courir Belgium, located in Brussels, Belgium, is a prominent retailer specializing in on-fashion sneakers and sports fashion for men, women, and children. With a wide selection of trendy sneakers, must-haves, and limited editions from renowned brands like Nike, Adidas, Vans, Puma, and Converse, Courir is a go-to destination for sneaker enthusiasts in Belgium. The company's headquarters are situated in Ixelles, and it is known for its strong presence in the sneaker culture scene in France.

**Product offerings:** Courir Belgium offers a diverse range of products, including the latest sneaker drops, sports fashion apparel, and accessories from top brands like Nike, Adidas, and Puma. Customers can find a variety of styles, from classic designs to limited edition releases, catering to different tastes and preferences in the sneaker market.

**Key activities:** Courir Belgium has strategically positioned itself as the reference for on-fashion sneakers in France and Belgium, leveraging its wide selection of products and strong brand partnerships to attract a loyal customer base. The company's expansion into Belgium, with stores in Brussels and Leuven, demonstrates its commitment to serving the local market and capitalizing on the growing demand for fashionable sneakers. By offering a mix of popular brands and exclusive releases, Courir Belgium continues to strengthen its competitive edge in the sneaker retail industry.

**Additional notes:** Courir Belgium's founding year, mission, and funding information are not available in the search results."
3664,NEXUZHEALTH,HASSELT,J,Information and communication,Info & Communication,Computer Software,Flanders,n.a.,188,174,84,62,43,20,6,n.a.,15/12/16,Public limited companies,2016,0.08045977,1.071428571428571,0.3548387096774194,0.4418604651162791,1.15,2.333333333333333,n.a.,44.74005053526513,59.35300743536314,61.34286460245437,n.a.,n.a.,1,1,1,n.a.,n.a.,1,1,n.a.,n.a.,1,1,1,n.a.,n.a.,0,1,1,n.a.,n.a.,1,1,1,n.a.,n.a.,0,0,0,n.a.,n.a.,0,1,1,n.a.,n.a.,0,0,0,n.a.,n.a.,"**Company Description:**
Nexuzhealth, based in Hasselt, Belgium, is a leading provider in the Flemish market for centralized electronic health records (EHR). The company connects patients, healthcare institutions, and professionals through a single electronic health record system. With a focus on streamlining healthcare processes and improving patient care, Nexuzhealth plays a crucial role in digitizing and modernizing the healthcare sector in Belgium.

**Product Offerings:**
Nexuzhealth offers a comprehensive electronic health record platform that centralizes patient information, making it easily accessible to healthcare providers. Their system includes features for patient management, medical history tracking, treatment planning, and secure communication between healthcare professionals. For example, their EHR solution may include modules for scheduling appointments, managing prescriptions, and storing diagnostic test results.

**Key Activities:**
Nexuzhealth's strategic focus on creating, implementing, and maintaining centralized EHR systems positions them as a key player in the digital transformation of healthcare in the Flemish region. By offering a user-friendly and efficient platform for healthcare data management, Nexuzhealth enhances collaboration among healthcare stakeholders, leading to improved patient outcomes and operational efficiency. The company's 188 employees contribute to the continuous development and support of their EHR solutions, ensuring that healthcare providers have access to cutting-edge technology to deliver quality care.

**Additional notes:**
- **Founding Year:** Not available
- **HQ:** Hasselt, Limburg, Belgium
- **Mission:** To revolutionize healthcare delivery through innovative electronic health record solutions."
3671,CEGEKA BUSINESS SOLUTIONS BELGIE,HASSELT,J,Information and communication,Info & Communication,Computer Software,Flanders,n.a.,187,168,99,46,49,55,65,70,29/04/92,Public limited companies,1992,0.1130952380952381,0.696969697,1.152173913043478,-0.06122449,-0.109090909,-0.153846154,-0.071428571,59.59817648905381,50.78948822583076,21.64403991146799,-10.8855444,-11.20959983,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"**Company description:**
Cegeka Business Solutions Belgie, located in Hasselt, Belgium, is a division of Cegeka, a European family-owned IT company. With a team of over 620 Microsoft Dynamics 365 experts, they offer end-to-end IT solutions, services, and consultancy. Led by CEO Stijn Bijnens, the company has a strong industry focus on Pharma & Life Sciences.

**Product offerings:**
Cegeka Business Solutions Belgie provides comprehensive IT solutions tailored for the Pharma & Life Sciences sector. Their offerings may include Microsoft Dynamics 365 implementations, custom software development, data analytics, and cloud services. For example, they could offer specialized CRM solutions for pharmaceutical companies to manage customer relationships and sales processes efficiently.

**Key activities:**
The strategic move of assembling a team of 620+ Microsoft Dynamics 365 experts demonstrates Cegeka Business Solutions Belgie's commitment to becoming a leader in providing tailored IT solutions for the Pharma & Life Sciences industry. By focusing on this niche sector, the company can leverage its expertise to deliver specialized services that address the unique challenges and requirements of pharmaceutical companies. This strategic positioning can lead to long-term partnerships with key players in the industry, driving growth and revenue for Cegeka.

**Additional notes:**
- **Founded:** Year not available
- **Headquarters:** Hasselt, Belgium
- **Mission:** Cegeka Business Solutions Belgie aims to empower Pharma & Life Sciences companies with innovative IT solutions to enhance operational efficiency and drive business growth."
3681,SMET PRODUCTIONS,KALMTHOUT,C,Manufacturing,Manufacturing,Food & Tobacco Manufacturing,Flanders,74,62,45,44,30,n.a.,27,24,13,29/06/01,Private limited companies,2001,0.3777777777777778,0.022727273,0.4666666666666667,n.a.,n.a.,0.125,0.8461538461538461,27.37674448553733,n.a.,17.67827784420211,7.721734501594191,n.a.,1,n.a.,1,0,n.a.,n.a.,0,0,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,"**Company description:** Smet Productions, headquartered in Belgium, has been a prominent player in the confectionery industry for over five decades. Specializing in chocolate and sweet decorations, the company is known for its innovative approach to product development. With multiple production facilities in Belgium and Poland, Smet has established itself as a reliable supplier in the European market.

**Product offerings:** Smet Productions offers a wide range of chocolate and sweet decorations for various applications in the food industry. Their product line includes premium chocolate decorations for cakes, pastries, and desserts, as well as customized confectionery items for special events and holidays. Smet's offerings cater to both professional bakers and home bakers looking to elevate their creations with high-quality ingredients.

**Key activities:** Smet Productions' strategic move to operate multiple production facilities in Belgium and Poland signifies its commitment to meeting the growing demand for chocolate and sweet decorations in the European market. By expanding its manufacturing capabilities, Smet can enhance its production efficiency and ensure timely delivery to customers. This expansion also positions the company for potential growth opportunities and strengthens its competitive edge in the confectionery sector.

**Additional notes:** Smet Productions was founded over 50 years ago and is headquartered in Belgium. The company's mission is to provide top-quality chocolate and sweet decorations while driving innovation in the confectionery industry."
3689,SERENI,ANTWERPEN,S,Other service activities,Other Services,"Travel, Personal & Leisure",Flanders,n.a.,236,159,79,32,19,11,1,1,05/05/98,Public limited companies,1998,0.4842767295597484,1.012658227848101,1.46875,0.6842105263157895,0.7272727272727273,10,0,94.64982079366303,103.0242155476085,92.93519960998378,n.a.,n.a.,1,1,1,n.a.,n.a.,1,1,n.a.,n.a.,1,1,1,n.a.,n.a.,1,1,1,n.a.,n.a.,0,0,0,n.a.,n.a.,1,1,1,n.a.,n.a.,0,0,0,n.a.,n.a.,1,1,1,n.a.,n.a.,"**Company Description:**
Sereni is a funeral home based in Antwerp, Belgium, known for providing serene and respectful funeral services. The company has integrated Marco and Stefanie, funeral planners from Van Dael in Sint-Niklaas, into its network, expanding its reach in the region. With headquarters in Antwerp, Sereni has a team of 236 employees dedicated to arranging peaceful funerals for families in Belgium. Additionally, Sereni offers products that utilize deep pressure therapy to promote relaxation and calm during the grieving process.

**Product Offerings:**
Sereni offers a range of funeral services tailored to meet the needs of grieving families. These services may include traditional funeral arrangements, cremation options, memorial services, and personalized tributes. In addition, Sereni's unique product line incorporates deep pressure therapy to help individuals activate their parasympathetic nervous system, aiding in relaxation and emotional comfort during difficult times.

**Key Activities:**
Sereni's integration of Marco and Stefanie from Van Dael in Sint-Niklaas showcases the company's strategic expansion efforts to enhance its funeral planning network. By integrating experienced funeral planners, Sereni can offer a wider range of services and cater to a larger customer base in Belgium. Furthermore, the incorporation of deep pressure therapy products demonstrates Sereni's commitment to providing innovative solutions to support individuals in coping with grief and loss, setting it apart in the funeral services industry.

**Additional notes:**
- **Founded:** Year not available
- **Headquarters:** Antwerp, Belgium
- **Mission:** Sereni aims to provide compassionate and dignified funeral services while offering innovative products to support individuals through the grieving process."
